contract_id,event_date,event_type
273232,2021-03-02 16:10:02,Изменение истории
273232,2021-03-22 20:28:04,Обращение в службу заботы о клиентах
273271,2021-03-02 21:53:10,Состояние клиентского оборудования
273271,2021-03-02 21:53:10,Смена тарифа
273271,2021-03-02 21:53:10,Внутреннее сообщение
273271,2021-03-02 21:57:11,Чек лист выполненных работ при регистрации
273271,2021-03-02 21:57:30,Оборудование
273309,2021-03-03 18:46:49,Состояние клиентского оборудования
273309,2021-03-03 18:46:49,Смена тарифа
273309,2021-03-03 18:46:49,Внутреннее сообщение
273311,2021-03-03 19:01:11,Состояние клиентского оборудования
273311,2021-03-03 19:03:59,Оборудование
273311,2021-03-03 19:04:17,"Включена рассрочка за ""Wi-Fi маршрутизатор 2.4 ГГц - TP-LINK WR-850N или аналог"""
273311,2021-03-03 19:18:19,Включение услуги Аренда ТВ-приставки
273311,2021-03-03 19:18:19,Включение IPTV-пакета
273311,2021-03-03 19:18:19,Оборудование
273311,2021-03-03 19:30:07,Активация точки подключения на сутки
273311,2021-03-30 20:52:32,Внесение
273311,2021-03-30 20:52:39,Обращение в службу заботы о клиентах
273311,2021-03-31 21:01:00,Изменение истории
273358,2021-03-04 17:01:07,Состояние клиентского оборудования
273371,2021-03-04 19:00:33,Состояние клиентского оборудования
273371,2021-03-04 19:01:30,Оборудование
273380,2021-03-04 20:47:07,Состояние клиентского оборудования
273380,2021-03-04 20:47:08,Смена тарифа
273380,2021-03-04 20:47:08,Внутреннее сообщение
273380,2021-03-04 20:48:10,Операция с mac-адресом
273380,2021-03-04 20:59:21,Чек лист выполненных работ при регистрации
273380,2021-03-04 21:00:49,Оборудование
273380,2021-03-04 21:09:11,Блокировка
273470,2021-03-06 16:36:05,Состояние клиентского оборудования
273470,2021-03-06 16:36:06,Смена тарифа
273470,2021-03-06 16:36:06,Внутреннее сообщение
273470,2021-03-06 16:48:53,Оборудование
273470,2021-03-06 16:49:07,Включение услуги Аренда ТВ-приставки
273470,2021-03-06 16:49:07,Включение IPTV-пакета
273470,2021-03-06 16:49:07,Оборудование
273470,2021-03-06 16:49:22,"Включена рассрочка за ""Wi-Fi маршрутизатор 2.4 ГГц - TP-LINK WR-850N или аналог"""
273470,2021-03-29 9:06:55,Обращение в службу заботы о клиентах
273473,2021-03-06 17:04:14,Состояние клиентского оборудования
273473,2021-03-06 17:05:01,Операция с mac-адресом
273473,2021-03-06 17:06:42,Включение услуги Аренда ТВ-приставки
273473,2021-03-06 17:06:43,Включение IPTV-пакета
273473,2021-03-06 17:06:43,Оборудование
273473,2021-03-06 17:07:10,Оборудование
273473,2021-03-12 11:05:56,Обращение в службу заботы о клиентах
273473,2021-03-18 9:58:42,Оборудование
273473,2021-03-18 9:58:57,Обращение в службу заботы о клиентах
273473,2021-03-18 9:59:12,Изменение истории
273521,2021-03-07 19:37:18,Состояние клиентского оборудования
273521,2021-03-07 19:42:58,Активация точки подключения на сутки
273552,2021-03-08 20:39:01,Состояние клиентского оборудования
273552,2021-03-08 20:39:02,Смена тарифа
273552,2021-03-08 20:39:02,Внутреннее сообщение
273552,2021-03-08 20:40:33,Оборудование
273552,2021-03-08 20:41:04,Включение услуги Аренда ТВ-приставки
273552,2021-03-08 20:41:04,Включение IPTV-пакета
273552,2021-03-08 20:41:04,Оборудование
273552,2021-03-08 20:41:39,"Включена рассрочка за ""Wi-Fi маршрутизатор 2.4 ГГц - TP-LINK WR-850N или аналог"""
273552,2021-03-08 20:54:36,Изменение данных клиента
273552,2021-04-08 19:49:29,Обращение в службу заботы о клиентах
273552,2021-04-14 5:43:15,Предложение автоплатежа
273552,2021-04-14 5:43:35,Обращение в службу заботы о клиентах
273633,2021-03-10 18:15:39,Состояние клиентского оборудования
273689,2021-03-11 18:57:10,Состояние клиентского оборудования
273689,2021-03-11 18:58:15,Операция с mac-адресом
273689,2021-03-11 19:05:50,"Включение услуги ""IPTV-Бонус"""
273689,2021-03-11 19:06:22,Включение услуги Аренда ТВ-приставки
273689,2021-03-11 19:06:22,Включение IPTV-пакета
273689,2021-03-11 19:06:22,Оборудование
273689,2021-03-11 19:10:05,Изменение данных клиента
273710,2021-03-12 12:18:59,Состояние клиентского оборудования
273710,2021-03-12 12:18:59,Смена тарифа
273710,2021-03-12 12:18:59,Внутреннее сообщение
273710,2021-03-12 12:55:37,Блокировка
273751,2021-03-13 11:13:56,Блокировка лицевого счета
273751,2021-03-13 11:13:57,Состояние клиентского оборудования
273751,2021-03-13 11:13:57,Смена тарифа
273751,2021-03-13 11:13:57,Внутреннее сообщение
273751,2021-03-14 0:05:01,Включение блокировки лицевого счета
273810,2021-03-14 17:31:13,Состояние клиентского оборудования
273834,2021-03-15 15:56:38,Состояние клиентского оборудования
273834,2021-03-15 15:56:38,Смена тарифа
273834,2021-03-15 15:56:38,Внутреннее сообщение
273834,2021-03-15 15:57:50,Операция с mac-адресом
273834,2021-03-15 15:58:11,Изменение данных клиента
273834,2021-03-15 15:58:41,"Включение услуги ""IPTV-Бонус"""
273834,2021-03-15 15:59:19,Включение услуги Аренда ТВ-приставки
273834,2021-03-15 15:59:19,Включение IPTV-пакета
273834,2021-03-15 15:59:19,Оборудование
273834,2021-03-21 8:06:27,Обращение в службу заботы о клиентах
273834,2021-03-21 15:11:37,Состояние клиентского оборудования
273847,2021-03-15 18:27:16,Состояние клиентского оборудования
273847,2021-03-15 18:27:16,Смена тарифа
273847,2021-03-15 18:27:16,Внутреннее сообщение
273847,2021-03-15 18:40:14,Блокировка
273849,2021-03-15 18:52:03,Состояние клиентского оборудования
273849,2021-03-15 18:52:03,Смена тарифа
273849,2021-03-15 18:52:03,Внутреннее сообщение
273849,2021-03-15 18:56:31,Оборудование
273849,2021-03-15 18:56:46,"Включена рассрочка за ""Wi-Fi маршрутизатор 2.4 ГГц - TP-LINK WR-850N или аналог"""
273861,2021-03-15 21:04:44,Состояние клиентского оборудования
273861,2021-03-15 21:04:44,Смена тарифа
273861,2021-03-15 21:04:44,Внутреннее сообщение
273861,2021-03-15 21:06:22,"Включение услуги ""IPTV-Бонус"""
273861,2021-03-15 21:06:39,"Отключение услуги ""IPTV-Бонус"""
273861,2021-03-15 21:06:46,Включение IPTV-пакета
273861,2021-03-15 21:07:55,Выключение IPTV-пакета
273861,2021-03-15 21:08:03,Включение IPTV-пакета
273961,2021-03-17 16:39:11,Состояние клиентского оборудования
273961,2021-03-17 16:41:34,Манипуляции с оборудованием
273961,2021-03-17 16:41:38,Включение услуги Аренда ТВ-приставки
273961,2021-03-17 16:41:38,Включение IPTV-пакета
273961,2021-03-17 16:49:17,Внутреннее сообщение
273961,2021-03-17 17:02:41,Внутреннее сообщение
273961,2021-04-18 11:21:11,Предложение автоплатежа
273961,2021-04-18 11:23:43,Обращение в службу заботы о клиентах
273982,2021-03-17 21:51:52,Состояние клиентского оборудования
273982,2021-03-17 21:51:53,Смена тарифа
273982,2021-03-17 21:51:53,Внутреннее сообщение
273982,2021-03-17 21:56:15,Оборудование
273982,2021-03-17 22:14:48,Смена тарифа
273982,2021-03-17 22:15:27,Оборудование
273984,2021-03-18 9:30:23,Состояние клиентского оборудования
273984,2021-03-18 9:30:23,Смена тарифа
273984,2021-03-18 9:30:23,Внутреннее сообщение
273984,2021-03-18 9:31:36,Оборудование
274001,2021-03-18 14:26:45,Блокировка лицевого счета
274001,2021-03-18 14:26:45,Состояние клиентского оборудования
274001,2021-03-19 0:05:01,Включение блокировки лицевого счета
274018,2021-03-18 17:35:19,Состояние клиентского оборудования
274018,2021-03-18 17:35:52,Операция с mac-адресом
274024,2021-03-18 18:46:34,Состояние клиентского оборудования
274024,2021-03-18 18:47:59,Операция с mac-адресом
274024,2021-03-18 18:49:24,Активация точки подключения на сутки
274024,2021-03-18 19:01:37,Операция с mac-адресом
274024,2021-03-18 19:07:18,Операция с mac-адресом
274024,2021-03-18 19:14:17,Операция с mac-адресом
274024,2021-03-18 19:19:46,Оборудование
274024,2021-03-19 17:00:30,Обращение в службу заботы о клиентах
274055,2021-03-19 13:01:27,Состояние клиентского оборудования
274055,2021-03-19 13:01:28,Смена тарифа
274055,2021-03-19 13:01:28,Внутреннее сообщение
274055,2021-03-19 13:05:57,"Включение услуги ""IPTV-Бонус"""
274055,2021-03-19 13:06:01,Включение услуги Аренда ТВ-приставки
274055,2021-03-19 13:06:01,Включение IPTV-пакета
274055,2021-03-19 13:06:01,Оборудование
274055,2021-04-20 21:26:17,Обращение в службу заботы о клиентах
274055,2021-04-20 21:26:34,Активация гарантированного платежа
274116,2021-03-20 16:54:50,Состояние клиентского оборудования
274116,2021-03-20 16:56:22,Изменение истории
274116,2021-03-20 16:56:22,Смена тарифа
274116,2021-03-20 16:56:29,"Включение услуги ""IPTV-Бонус"""
274116,2021-03-20 16:56:56,Оборудование
274116,2021-03-20 16:57:19,Включение услуги Аренда ТВ-приставки
274116,2021-03-20 16:57:19,Включение IPTV-пакета
274116,2021-03-20 16:57:19,Оборудование
274116,2021-03-20 16:57:48,Активация точки подключения на сутки
274154,2021-03-21 19:15:50,Состояние клиентского оборудования
274154,2021-03-21 19:15:50,Смена тарифа
274154,2021-03-21 19:15:50,Внутреннее сообщение
274154,2021-03-21 19:21:49,Оборудование
274203,2021-03-22 22:12:56,Состояние клиентского оборудования
274203,2021-03-22 22:12:57,Смена тарифа
274203,2021-03-22 22:12:57,Внутреннее сообщение
274209,2021-03-23 10:24:00,Состояние клиентского оборудования
274209,2021-03-23 10:24:23,Операция с mac-адресом
274230,2021-03-23 13:09:24,Состояние клиентского оборудования
274230,2021-03-23 13:09:25,Внутреннее сообщение
274230,2021-03-23 13:10:20,Операция с mac-адресом
274230,2021-03-23 13:24:32,Оборудование
274230,2021-03-23 13:34:12,Блокировка
274230,2021-03-31 22:28:35,Добавление в Обращались с номеров
274230,2021-03-31 22:31:59,Разблокировка
274230,2021-03-31 22:35:09,Обращение в службу заботы о клиентах
274233,2021-03-23 14:03:33,Состояние клиентского оборудования
274233,2021-03-23 14:03:33,Смена тарифа
274233,2021-03-23 14:03:33,Внутреннее сообщение
274233,2021-03-23 14:04:42,"Включение услуги ""IPTV-Бонус"""
274233,2021-03-23 14:05:27,Включение услуги Аренда ТВ-приставки
274233,2021-03-23 14:05:27,Включение IPTV-пакета
274233,2021-03-23 14:05:27,Оборудование
274233,2021-03-23 14:30:28,Оборудование
274233,2021-04-01 10:53:31,Обращение в службу заботы о клиентах
274233,2021-04-11 12:19:12,Обращение в службу заботы о клиентах
274233,2021-04-12 11:27:23,Обращение в службу заботы о клиентах
274233,2021-04-12 11:27:27,Отключение услуги Аренда ТВ-приставки
274233,2021-04-12 11:27:34,Оборудование
274233,2021-04-12 11:28:18,"Отключение услуги ""IPTV-Бонус"""
274307,2021-03-24 21:14:18,Состояние клиентского оборудования
274307,2021-03-24 21:14:18,Смена тарифа
274307,2021-03-24 21:14:18,Внутреннее сообщение
274307,2021-03-24 21:25:14,Смена пароля
274307,2021-03-28 23:12:28,Смена пароля
274307,2021-04-01 19:59:59,Обращение в службу заботы о клиентах
274336,2021-03-25 16:32:28,Состояние клиентского оборудования
274336,2021-03-25 16:33:24,Изменение истории
274336,2021-03-25 16:33:24,Смена тарифа
274388,2021-03-26 17:22:32,Состояние клиентского оборудования
274388,2021-03-26 17:22:33,Смена тарифа
274388,2021-03-26 17:22:33,Внутреннее сообщение
274388,2021-03-26 17:22:45,Оборудование
274388,2021-03-26 17:28:19,Включение Бесплатной аренды
274388,2021-03-26 17:28:20,Включение услуги Аренда ТВ-приставки
274388,2021-03-26 17:28:20,Включение IPTV-пакета
274388,2021-03-26 17:28:20,Оборудование
274415,2021-03-27 14:27:13,Блокировка лицевого счета
274415,2021-03-27 14:27:13,Состояние клиентского оборудования
274415,2021-03-27 14:27:13,Смена тарифа
274415,2021-03-27 14:27:13,Внутреннее сообщение
274415,2021-03-28 0:05:01,Включение блокировки лицевого счета
274415,2021-04-25 13:17:07,Обращение в службу заботы о клиентах
274415,2021-04-26 11:31:00,Обращение в службу заботы о клиентах
274426,2021-03-27 17:10:38,Состояние клиентского оборудования
274426,2021-03-27 17:10:38,Смена тарифа
274426,2021-03-27 17:10:38,Внутреннее сообщение
274426,2021-03-31 11:11:57,Добавление в Обращались с номеров
274438,2021-03-27 22:14:59,Состояние клиентского оборудования
274438,2021-03-27 22:23:01,Включение IPTV-пакета
274438,2021-03-27 22:23:06,Включение IPTV-пакета
274438,2021-03-27 22:23:36,Включение IPTV-пакета
274438,2021-03-27 22:26:18,Изменение истории
274438,2021-03-27 22:26:22,Изменение истории
274438,2021-03-27 22:27:48,Включение услуги Аренда ТВ-приставки
274438,2021-03-27 22:27:48,Оборудование
274438,2021-03-27 22:28:12,Оборудование
274438,2021-03-28 8:44:43,Обращение в службу заботы о клиентах
274438,2021-03-28 14:06:24,Оборудование
274438,2021-03-28 14:06:24,Замена оборудования
274438,2021-03-28 14:06:24,Отключение услуги Аренда ТВ-приставки
274438,2021-03-28 14:06:24,Оборудование
274438,2021-03-28 14:14:33,Состояние клиентского оборудования
274438,2021-04-23 10:35:54,Обращение в службу заботы о клиентах
274438,2021-04-23 10:36:10,Отключение услуги Аренда ТВ-приставки
274438,2021-04-23 10:36:13,Оборудование
274468,2021-03-28 20:05:52,Состояние клиентского оборудования
274468,2021-04-04 9:18:04,Обращение в службу заботы о клиентах
274468,2021-04-11 10:42:15,Обращение в службу заботы о клиентах
274468,2021-04-12 16:32:37,Обращение в службу заботы о клиентах
274468,2021-04-14 16:49:28,Обращение в службу заботы о клиентах
274482,2021-03-29 13:10:10,Состояние клиентского оборудования
274482,2021-03-29 13:11:02,Операция с mac-адресом
274482,2021-03-29 13:23:26,Чек лист выполненных работ при регистрации
274486,2021-03-29 13:45:26,Состояние клиентского оборудования
274486,2021-03-29 13:45:27,Смена тарифа
274486,2021-03-29 13:45:27,Внутреннее сообщение
274486,2021-03-30 14:51:36,Обращение в службу заботы о клиентах
274486,2021-03-30 15:06:27,Обращение в службу заботы о клиентах
274486,2021-03-30 15:23:55,Обращение в службу заботы о клиентах
274486,2021-03-30 15:58:03,Операция с mac-адресом
274486,2021-03-30 16:26:36,Включение услуги Аренда ТВ-приставки
274486,2021-03-30 16:26:36,Включение IPTV-пакета
274486,2021-03-30 16:26:36,Оборудование
274486,2021-03-30 16:26:37,Включение услуги Аренда ТВ-приставки
274486,2021-03-30 16:26:37,Оборудование
274486,2021-03-30 16:26:39,Состояние клиентского оборудования
274486,2021-03-31 10:28:26,Обращение в службу заботы о клиентах
274486,2021-03-31 12:09:15,Обращение в службу заботы о клиентах
274540,2021-03-30 16:13:07,Состояние клиентского оборудования
274540,2021-03-30 16:14:39,Операция с mac-адресом
274540,2021-03-30 16:21:11,Включение услуги Аренда ТВ-приставки
274540,2021-03-30 16:21:11,Включение IPTV-пакета
274540,2021-03-30 16:21:11,Оборудование
274540,2021-03-30 16:35:36,Оборудование
274540,2021-03-30 16:35:37,Отключение услуги Аренда ТВ-приставки
274540,2021-03-30 16:35:37,Оборудование
274773,2021-04-03 19:52:42,Блокировка лицевого счета
274773,2021-04-03 19:52:42,Состояние клиентского оборудования
274773,2021-04-03 20:05:18,Смена пароля
274773,2021-04-03 20:44:10,Активация точки подключения на сутки
274773,2021-04-04 0:05:01,Включение блокировки лицевого счета
1034,2021-04-11 16:57:56,Смена схемы оплаты
1034,2021-04-11 16:59:22,Обращение в службу заботы о клиентах
1034,2021-04-11 17:04:53,Обращение в службу заботы о клиентах
1034,2021-04-11 17:07:10,Предложение тарифа
1034,2021-04-13 16:51:23,Смена схемы оплаты
1034,2021-04-13 16:51:49,Обращение в службу заботы о клиентах
3695,2021-03-06 17:20:56,Смена тарифа
7648,2021-04-03 8:00:40,Внутреннее сообщение
21167,2021-04-11 10:44:03,Обращение в службу заботы о клиентах
21167,2021-04-11 10:44:36,Обращение в службу заботы о клиентах
21167,2021-04-11 10:46:13,Предложение ТВ
23627,2021-03-26 16:23:57,Закрепление сообщения
23685,2021-04-20 16:27:01,Оборудование
23685,2021-04-20 16:27:45,"Включение услуги ""IPTV-Бонус"""
23685,2021-04-20 16:28:04,Включение услуги Аренда ТВ-приставки
23685,2021-04-20 16:28:04,Включение IPTV-пакета
23685,2021-04-20 16:28:04,Оборудование
23685,2021-04-20 17:16:26,Состояние клиентского оборудования
23685,2021-04-20 17:17:54,"Включена рассрочка за ""Wi-Fi маршрутизатор 2.4 ГГц - TP-LINK WR-850N или аналог"""
23685,2021-04-28 15:31:31,Включение интернета на 20 минут
23685,2021-04-28 15:31:44,Обращение в службу заботы о клиентах
23685,2021-04-28 15:50:32,Обращение в службу заботы о клиентах
7287,2021-04-12 15:30:30,Обращение в службу заботы о клиентах
7287,2021-04-14 16:02:03,Обращение в службу заботы о клиентах
7287,2021-04-15 13:06:16,Изменение данных клиента
7287,2021-04-15 13:06:29,Активация точки подключения на сутки
7287,2021-04-15 13:07:21,Операция с mac-адресом
7287,2021-04-15 13:13:42,Оборудование
7287,2021-04-15 13:36:41,Включение IPTV-пакета
7287,2021-04-15 13:36:46,"Включение услуги ""IPTV-Бонус"""
7287,2021-04-15 13:55:05,Оборудование
7287,2021-04-15 14:12:35,Состояние клиентского оборудования
7287,2021-04-16 11:19:02,Обращение в службу заботы о клиентах
7287,2021-04-16 11:29:48,Предложение тарифа
7287,2021-04-16 11:29:59,Обращение в службу заботы о клиентах
7287,2021-04-17 15:45:58,Включение интернета на 20 минут
7287,2021-04-17 15:49:47,Обращение в службу заботы о клиентах
7287,2021-04-17 15:52:12,Обращение в службу заботы о клиентах
7287,2021-04-17 18:20:42,Обращение в службу заботы о клиентах
24241,2021-04-27 20:26:33,Обращение в службу заботы о клиентах
1890,2021-04-22 14:57:05,Перенос денежных средств
22610,2021-03-16 16:38:48,Оборудование
22610,2021-03-16 16:41:12,Оборудование
22610,2021-03-16 16:41:48,Изменение контактных телефонов
22610,2021-03-16 16:42:06,Оборудование
22610,2021-03-16 16:42:34,Изменение контактных телефонов
22610,2021-03-16 16:43:22,Оборудование
22490,2021-03-02 14:46:32,Предложение IPTV
22490,2021-03-02 14:50:38,Обращение в службу заботы о клиентах
22490,2021-03-02 17:55:25,Операция с mac-адресом
22490,2021-03-02 18:20:36,Оборудование
22490,2021-03-02 18:24:19,Состояние клиентского оборудования
22490,2021-04-20 20:43:15,Обращение в службу заботы о клиентах
22490,2021-04-20 20:54:32,Внутреннее сообщение
22000,2021-03-06 7:25:33,Обращение в службу заботы о клиентах
22000,2021-04-25 9:25:41,Предложение ТВ
22000,2021-04-25 9:26:21,Обращение в службу заботы о клиентах
3166,2021-04-26 16:52:20,Смена тарифа
3166,2021-04-26 16:53:06,Изменение истории
4980,2021-04-05 15:17:18,Обращение в службу заботы о клиентах
4980,2021-04-19 17:06:49,Предложение тарифа
4980,2021-04-19 17:07:09,Смена тарифа
4980,2021-04-19 17:07:41,Обращение в службу заботы о клиентах
7004,2021-04-17 15:10:55,Обращение в службу заботы о клиентах
7004,2021-04-17 15:12:54,Обращение в службу заботы о клиентах
7004,2021-04-17 15:12:59,Предложение ТВ
24707,2021-03-19 17:22:22,Добавление в Обращались с номеров
24707,2021-03-19 17:25:44,Обращение в службу заботы о клиентах
24707,2021-04-06 18:07:32,Обращение в службу заботы о клиентах
2999,2021-03-18 16:03:02,Состояние клиентского оборудования
2999,2021-04-01 10:51:15,Включение Бесплатной аренды
2999,2021-04-01 10:51:15,Включение услуги Аренда ТВ-приставки
2999,2021-04-01 10:51:15,Включение IPTV-пакета
2999,2021-04-01 10:51:16,Оборудование
2999,2021-04-01 10:53:35,Отключение услуги Аренда ТВ-приставки
2999,2021-04-01 10:53:40,Оборудование
2999,2021-04-01 16:18:38,Внутреннее сообщение
2999,2021-03-01 10:27:01,Операция с mac-адресом
2999,2021-03-01 10:27:26,Операция с mac-адресом
2999,2021-03-01 10:27:43,Операция с mac-адресом
2999,2021-03-01 13:30:52,Добавление IP-адреса
2999,2021-03-01 13:32:22,Операция с mac-адресом
2999,2021-03-02 11:05:26,Операция с mac-адресом
2999,2021-03-02 11:05:40,Операция с mac-адресом
2999,2021-03-02 14:53:41,Смена IP-адреса
2999,2021-03-04 10:26:34,Операция с mac-адресом
2999,2021-03-05 16:02:43,Операция с mac-адресом
2999,2021-03-05 16:24:20,Операция с mac-адресом
2999,2021-03-10 10:31:41,Операция с mac-адресом
2999,2021-03-11 13:27:50,Операция с mac-адресом
2999,2021-03-11 15:25:49,Добавление IP-адреса
2999,2021-03-11 15:27:11,Операция с mac-адресом
2999,2021-03-11 16:10:26,Добавление IP-адреса
2999,2021-03-11 16:19:34,Операция с mac-адресом
2999,2021-03-11 16:38:02,Смена тарифа
2999,2021-03-15 9:14:49,Операция с mac-адресом
2999,2021-03-15 11:11:44,Операция с mac-адресом
2999,2021-03-15 12:31:07,Добавление IP-адреса
2999,2021-03-15 12:31:46,Операция с mac-адресом
2999,2021-03-15 15:38:55,Операция с mac-адресом
2999,2021-03-15 16:23:17,Добавление IP-адреса
2999,2021-03-15 16:41:22,Операция с mac-адресом
2999,2021-03-15 18:26:41,Добавление IP-адреса
2999,2021-03-15 18:29:17,Операция с mac-адресом
2999,2021-03-16 11:22:48,Добавление IP-адреса
2999,2021-03-16 11:25:07,Операция с mac-адресом
2999,2021-03-18 11:05:25,Добавление IP-адреса
2999,2021-03-18 11:13:11,Удаление ip-адреса
2999,2021-03-18 12:00:49,Добавление IP-адреса
2999,2021-03-18 12:02:32,Операция с mac-адресом
2999,2021-03-18 14:06:25,Добавление IP-адреса
2999,2021-03-18 14:06:44,Добавление IP-адреса
2999,2021-03-18 14:06:58,Добавление IP-адреса
2999,2021-03-18 14:07:10,Добавление IP-адреса
2999,2021-03-18 14:07:24,Добавление IP-адреса
2999,2021-03-18 14:07:37,Добавление IP-адреса
2999,2021-03-18 14:07:48,Добавление IP-адреса
2999,2021-03-22 9:32:08,Смена тарифа
2999,2021-03-22 15:25:24,Операция с mac-адресом
2999,2021-03-22 16:30:08,Добавление IP-адреса
2999,2021-03-22 16:30:16,Добавление IP-адреса
2999,2021-03-22 16:47:53,Операция с mac-адресом
2999,2021-03-22 16:51:01,Операция с mac-адресом
2999,2021-03-22 17:07:34,Операция с mac-адресом
2999,2021-03-22 17:07:43,Операция с mac-адресом
2999,2021-03-24 10:14:53,Операция с mac-адресом
2999,2021-03-25 13:11:27,Добавление IP-адреса
2999,2021-03-25 13:12:24,Операция с mac-адресом
2999,2021-03-29 16:12:03,Добавление IP-адреса
2999,2021-03-29 16:18:22,Операция с mac-адресом
2999,2021-04-02 15:13:12,Операция с mac-адресом
2999,2021-04-05 15:59:04,Операция с mac-адресом
2999,2021-04-06 16:48:23,Добавление IP-адреса
2999,2021-04-06 16:49:05,Добавление IP-адреса
2999,2021-04-06 16:50:46,Операция с mac-адресом
2999,2021-04-06 16:51:41,Операция с mac-адресом
2999,2021-04-08 12:39:35,Операция с mac-адресом
2999,2021-04-08 14:39:17,Операция с mac-адресом
2999,2021-04-08 15:43:03,Добавление IP-адреса
2999,2021-04-08 15:43:23,Операция с mac-адресом
2999,2021-04-08 15:44:21,Операция с mac-адресом
2999,2021-04-12 16:40:33,Операция с mac-адресом
2999,2021-04-12 16:45:01,Операция с mac-адресом
2999,2021-04-14 9:41:12,Операция с mac-адресом
2999,2021-04-16 17:37:45,Операция с mac-адресом
2999,2021-04-17 15:56:31,Операция с mac-адресом
2999,2021-04-17 16:14:00,Операция с mac-адресом
2999,2021-04-19 11:48:33,Операция с mac-адресом
2999,2021-04-20 9:54:37,Операция с mac-адресом
2999,2021-04-20 9:57:36,Операция с mac-адресом
2999,2021-04-20 9:58:52,Операция с mac-адресом
2999,2021-04-20 14:39:55,Операция с mac-адресом
2999,2021-04-20 15:22:36,Операция с mac-адресом
2999,2021-04-20 16:23:51,Добавление IP-адреса
2999,2021-04-20 17:40:31,Операция с mac-адресом
2999,2021-04-21 11:26:51,Добавление IP-адреса
2999,2021-04-21 11:27:29,Добавление IP-адреса
2999,2021-04-21 11:27:49,Операция с mac-адресом
2999,2021-04-21 11:28:00,Операция с mac-адресом
2999,2021-04-22 11:17:05,Удаление ip-адреса
2999,2021-04-22 16:17:03,Добавление IP-адреса
2999,2021-04-22 16:17:49,Операция с mac-адресом
2999,2021-04-22 16:20:27,Операция с mac-адресом
2999,2021-04-22 17:22:05,Операция с mac-адресом
2999,2021-04-22 17:22:40,Операция с mac-адресом
2999,2021-04-23 11:06:56,Добавление IP-адреса
2999,2021-04-23 11:07:21,Добавление IP-адреса
2999,2021-04-23 11:07:29,Добавление IP-адреса
2999,2021-04-23 11:07:36,Добавление IP-адреса
2999,2021-04-23 11:07:43,Добавление IP-адреса
2999,2021-04-23 11:07:50,Добавление IP-адреса
2999,2021-04-23 11:07:57,Добавление IP-адреса
2999,2021-04-23 11:11:55,Операция с mac-адресом
2999,2021-04-23 11:13:55,Операция с mac-адресом
2999,2021-04-23 11:14:30,Операция с mac-адресом
2999,2021-04-23 11:15:02,Операция с mac-адресом
2999,2021-04-23 11:15:54,Операция с mac-адресом
2999,2021-04-23 11:16:20,Операция с mac-адресом
2999,2021-04-23 11:17:06,Операция с mac-адресом
2999,2021-04-23 11:22:52,Операция с mac-адресом
2999,2021-04-23 11:23:50,Операция с mac-адресом
2999,2021-04-23 15:28:30,Смена IP-адреса
2999,2021-04-23 16:12:21,Операция с mac-адресом
2999,2021-04-26 13:37:21,Добавление IP-адреса
2999,2021-04-26 13:37:37,Операция с mac-адресом
2999,2021-04-27 12:52:50,Операция с mac-адресом
2999,2021-04-27 14:49:37,Операция с mac-адресом
2999,2021-04-29 15:47:12,Включение IPTV-пакета
2999,2021-04-29 15:47:16,Включение IPTV-пакета
2999,2021-04-29 15:47:19,Включение IPTV-пакета
2999,2021-04-29 15:47:20,Включение IPTV-пакета
2999,2021-04-29 15:47:33,Включение IPTV-пакета
2999,2021-04-29 15:47:35,Включение IPTV-пакета
2999,2021-04-29 15:47:40,Включение IPTV-пакета
2999,2021-04-29 15:47:43,Включение IPTV-пакета
2999,2021-04-29 15:47:55,Включение IPTV-пакета
2999,2021-04-29 15:48:19,Изменение истории
2999,2021-04-29 15:48:28,Изменение истории
2999,2021-04-29 15:48:37,Изменение истории
2999,2021-04-29 15:48:46,Изменение истории
2999,2021-04-29 15:48:54,Изменение истории
2999,2021-04-29 15:49:04,Изменение истории
2999,2021-03-03 16:33:02,Добавление IP-адреса
2999,2021-03-16 10:35:13,Добавление IP-адреса
2999,2021-04-22 11:19:19,Добавление IP-адреса
2999,2021-04-22 11:19:55,Изменение истории
2999,2021-04-22 11:20:02,Изменение истории
24877,2021-04-28 12:59:28,Обращение в службу заботы о клиентах
25030,2021-04-15 16:44:16,Смена пароля
25030,2021-04-16 8:51:51,Смена пароля
25052,2021-04-02 18:20:39,Предложение тарифа
25052,2021-04-02 18:21:08,Обращение в службу заботы о клиентах
25052,2021-04-04 21:34:29,Обращение в службу заботы о клиентах
25052,2021-04-04 21:43:16,Обращение в службу заботы о клиентах
25162,2021-04-28 13:39:31,Добавление в Обращались с номеров
25162,2021-04-28 13:42:36,Предложение ТВ-пакета
25162,2021-04-28 13:42:50,Обращение в службу заботы о клиентах
25162,2021-04-28 13:42:58,Обращение в службу заботы о клиентах
25162,2021-04-28 14:09:31,Включена 10% скидка
25162,2021-04-28 14:09:32,Смена тарифа
25162,2021-04-28 14:09:40,Выключение IPTV-пакета
25162,2021-04-28 14:11:21,Обращение в службу заботы о клиентах
25162,2021-04-28 14:15:27,Закрепление сообщения
25393,2021-03-26 14:05:52,Изменение истории
25393,2021-03-26 14:06:01,Закрепление сообщения
25393,2021-03-26 14:06:02,Закрепление сообщения
25393,2021-03-26 19:14:55,Смена пароля
25393,2021-03-26 19:21:07,Смена IP-адреса
